minute,test_progress,s1_stress,s2_stress,s3_stress,s4_stress,s5_stress,s6_stress,s7_stress,s8_stress,s9_stress,s10_stress,avg_STRESS
102,0.5666666666666667,49.309593686342645,59.79783130041185,58.26751212989589,50.18555804026378,53.57442694786767,58.63945068278803,43.014887057352944,53.964065419605106,53.019205127491624,55.452144592877154,53.52246749848966
103,0.5722222222222222,47.90716308692246,59.17765598454914,58.482658861775214,42.676649947615516,51.25497500335975,53.62192537503038,45.85852065436043,55.75269368668365,53.6349171119676,48.55731604049464,51.69244757527588
104,0.5777777777777777,49.89328010598056,62.42660440421213,56.6266229085818,49.01186557455366,53.179595969987446,50.505850591334365,46.00320394232701,53.5559432072148,54.34477336309023,52.4593361445263,52.80070762118082
105,0.5833333333333334,49.584941676067935,60.58035316014014,58.15579682325617,47.49751204126761,52.6772354666006,49.333288269205944,43.90291353278923,53.19964540228049,53.34504424205509,60.13042860526169,52.84071592189249
106,0.5888888888888889,53.04968744854701,58.39515699585538,60.58721763802447,49.53570470412625,54.24351750466369,52.50926498911207,44.0092274797373,52.89427524865462,52.35396695128579,51.35548036964085,52.893349932964746
107,0.5944444444444444,52.41535461610417,54.91829646977933,63.176859659474,46.165171592064134,52.769474438276035,49.90260745432341,48.29506392153033,52.508651788839025,52.64114270253135,57.762389174622676,53.05550118175444
108,0.6,51.82008947641436,62.457364506690745,54.872967000686266,49.91700112110641,52.672175193451466,52.23702698772035,44.855571858215995,53.09607590549975,53.922206589637405,49.73798603809551,52.55884646775182
109,0.6055555555555555,46.903893908105374,60.5206066759813,51.97303184908128,46.73574215376255,58.35094098182023,54.16218922836031,46.66700434892851,52.248777549027125,56.42827010239757,48.932511805130154,52.29229686025944
110,0.6111111111111112,46.595542610362514,61.244118881868864,58.17699182014795,50.3892657280497,57.8172419648841,50.33198054847802,42.52718432230246,52.269259113524434,51.32563568515992,47.74848038208487,51.842570105686285
111,0.6166666666666667,47.050254885848624,61.09719674525542,53.84396213482422,49.30208956166371,49.85764857868037,50.15065661519012,46.065840594992416,50.27562055947384,52.05547786414191,48.66890284457321,50.836765038464385
112,0.6222222222222222,45.25392018879753,61.24123008500532,54.11710198097085,49.61080415498795,51.741943612262595,51.057605559424736,49.14661389230838,50.90550944641509,53.07485937716791,48.01184788179026,51.416143617913065
113,0.6277777777777778,48.372033405644025,62.28849317206633,51.28072494489424,54.56586913964819,52.43811146718806,51.091138649295154,53.45620295926239,56.27479407284869,54.00420134067718,49.664595106357865,53.34361642578822
114,0.6333333333333333,53.44562253650624,62.49830309756843,50.40341661444921,51.70340943021737,54.99612799485342,48.653093764682446,49.802254763964235,52.10450950684344,53.87320580394171,41.23483853547596,51.87147820485025
115,0.6388888888888888,52.57081683236717,64.53303045007983,53.1264152058985,47.74607759556998,51.15262825178754,48.485118793804304,53.53923698652965,52.88315207352341,51.95521326060416,45.27080207067315,52.12624915208378
116,0.6444444444444445,50.794611689077975,61.14150457875697,48.41801742547877,48.2433552521887,54.447755320960255,49.68096268007725,52.363715620989716,51.601165276709004,50.48614122477776,47.417190993213296,51.45944200622297
117,0.65,48.50907306477499,60.46949612470369,48.258205471946304,51.37591760695185,55.06474874204119,52.21870365682548,43.91149610554385,51.32757756080804,49.65146586893203,50.145867641562546,51.093255184408996
118,0.6555555555555556,48.51397386925623,63.95929926098299,52.06606246199916,49.22128843131643,53.168806521276075,50.346311100779864,47.217546678612884,48.79267340949509,52.30690590126804,50.55314248709243,51.61460101220791
119,0.6611111111111111,43.75979763676579,60.825521441313334,54.762705650052304,48.805168955410515,46.221890793442746,48.0531498965681,45.577934232108966,56.61947192996629,54.632283832241136,50.36742424452692,50.96253486123961
120,0.6666666666666666,45.36589252758662,60.45228216061617,52.164454749820486,50.50763656758348,34.11001529674248,47.891771793200185,42.48290974427026,54.6588457804456,51.69789973330355,44.93405182215383,48.426576017572266
121,0.6722222222222223,48.377888664129244,60.035882274318034,48.734941602715786,48.013416131728526,54.816454460667835,47.494956166495854,45.58476395045519,51.153054075843066,53.330432448655245,45.0960662244126,50.26378559994213
122,0.6777777777777778,46.94917919882557,60.93470028245832,52.07548013099841,51.279362743591925,51.07178687479308,49.272651928292284,44.010811239835654,57.43192382572303,53.605553713790755,50.357258054732426,51.69887079930415
123,0.6833333333333333,49.05924223433359,60.892743743611504,48.965912291257744,52.995662972848436,51.62577392039622,48.94198664676457,42.282638584775185,52.508045859073015,52.312552212116,50.20462714679909,50.978918561197546
124,0.6888888888888889,45.76296459063732,59.735552799383036,59.32821218733407,48.20670190888046,47.53303864393873,49.89153132100989,45.614372965396946,54.408453943037784,52.44260430889765,49.12561522408788,51.204904789260375
125,0.6944444444444444,45.04401073707472,61.84268537947687,56.49554738819244,52.1363337058311,49.36210989154885,48.510989521828016,45.55758915236356,52.52986333005765,52.666921740593104,44.73242272847309,50.88784735754395
126,0.7,51.82864819295685,59.404985400423755,52.08846192257867,53.071640257989024,50.02385203592052,48.52570518062661,43.95729699830448,52.20743157940165,53.045165927498765,46.54300891684355,51.069619641254384
127,0.7055555555555556,54.63601449704915,59.19596193832777,50.230901791233116,45.27050485151071,51.15739650199772,48.625968438061385,43.56894605898845,52.124733346243374,52.805659315231956,59.261211180161844,51.68772979188054
128,0.7111111111111111,53.062493157898324,61.96091176111117,50.474292915197104,48.12406508656156,57.54436513109164,48.58349911181929,48.15179078005725,51.01659017505437,52.40145481967998,48.45087174937597,51.97703346878467
129,0.7166666666666667,47.911061668844035,62.073901653401116,48.69029679128558,46.23233891748154,56.42057986300643,49.252061939319994,48.4913272612936,50.63443218720343,55.00624752685417,48.80858464115448,51.35208324498444
130,0.7222222222222222,45.488564500331826,64.26973716662347,50.98498584348619,39.96397576269235,54.64391643667383,49.02385870994757,44.06014170732704,58.50880524132708,50.58119730134109,48.28729016489783,50.58124728346483
131,0.7277777777777777,47.98466473619189,61.94888081918384,53.4542626879099,53.4264966927561,50.08516015023338,47.911153558173204,45.30619602638318,58.47852803904985,56.57994904432778,50.594104503689216,52.57693962578984
132,0.7333333333333333,47.51640463030808,63.641765850166756,58.558619917811654,56.1949749260406,50.85854834693411,49.49815797255932,47.597887907573515,56.644844328394264,52.36176759906804,51.9561996574331,53.48291711362894
133,0.7388888888888889,45.84593254762071,62.20989776843931,56.57413644485592,61.331936644095244,52.20376183369283,52.55293737206386,48.703498507207975,50.87077462276076,52.112908849219686,50.64271923380468,53.3048503823761
134,0.7444444444444445,44.33993209683202,60.83924482413786,53.4148877627409,56.41024558067642,53.19294517091392,50.23160073558382,52.443558623658966,51.08112325907954,50.418867187871086,49.69149715037111,52.20639023918657
135,0.75,45.48567681022998,62.17530310276751,43.40852920315488,50.247525338743436,61.012120590263464,47.576732651060844,44.3488058351366,57.18423488832773,52.50079729691566,46.79742786688019,51.07371535834803
136,0.7555555555555555,47.606182784675205,63.91169507884666,48.9899129698176,48.09542723400915,52.41378067767854,48.02407834708242,42.63006385983624,56.53959673419798,50.3416747228025,51.50563629651018,51.005804870545646
137,0.7611111111111111,49.40466418807432,61.53000331870791,52.17387678414406,46.255876422036685,52.937893820072304,47.98909899747338,40.497822103917315,56.565430853749355,50.85789652138633,49.89558776294751,50.81081507725092
